SalesKey,DateKey,ProductKey,CustomerKey,EmployeeKey,Quantity,DiscountPercent,UnitPrice,UnitCost,GrossSales,DiscountAmount,NetSales,Cost,GrossProfit,InvoiceNumber
19262,20240406,1298,610,1016,68,0.2,43.39,25.25,2950.52,590.1,2360.42,1717.0,643.42,INV2024040619262
19263,20240406,1057,723,1017,72,0.0,10.32,17.45,743.04,0.0,743.04,1256.4,-513.36,INV2024040619263
19264,20240406,1103,427,1012,70,0.1,13.62,48.08,953.4,95.34,858.06,3365.6,-2507.54,INV2024040619264
19265,20240406,1050,195,1006,60,0.15,99.65,49.93,5979.0,896.85,5082.15,2995.8,2086.35,INV2024040619265
19266,20240406,1325,525,1015,84,0.0,32.34,32.69,2716.56,0.0,2716.56,2745.96,-29.4,INV2024040619266
19267,20240406,1057,657,1012,87,0.15,10.32,17.45,897.84,134.68,763.16,1518.15,-754.99,INV2024040619267
19268,20240406,1101,491,1015,81,0.0,47.94,47.8,3883.14,0.0,3883.14,3871.8,11.34,INV2024040619268
19269,20240406,1104,614,1014,65,0.0,23.71,5.92,1541.15,0.0,1541.15,384.8,1156.35,INV2024040619269
19270,20240406,1188,135,1022,53,0.1,42.92,41.21,2274.76,227.48,2047.28,2184.13,-136.85,INV2024040619270
19271,20240406,1118,156,1012,39,0.0,34.86,36.55,1359.54,0.0,1359.54,1425.45,-65.91,INV2024040619271
19272,20240406,1039,336,1008,49,0.0,85.24,49.97,4176.76,0.0,4176.76,2448.53,1728.23,INV2024040619272
19273,20240406,1248,537,1013,78,0.0,55.12,32.23,4299.36,0.0,4299.36,2513.94,1785.42,INV2024040619273
19274,20240406,1030,70,1012,2,0.0,15.76,16.16,31.52,0.0,31.52,32.32,-0.8,INV2024040619274
19275,20240406,1150,242,1004,16,0.1,51.58,44.12,825.28,82.53,742.75,705.92,36.83,INV2024040619275
19276,20240406,1013,694,1016,48,0.05,79.15,19.59,3799.2,189.96,3609.24,940.32,2668.92,INV2024040619276
19277,20240406,1338,244,1015,45,0.0,57.91,42.27,2605.95,0.0,2605.95,1902.15,703.8,INV2024040619277
19278,20240406,1200,703,1014,26,0.2,80.83,49.5,2101.58,420.32,1681.26,1287.0,394.26,INV2024040619278
19279,20240406,1102,76,1012,11,0.1,99.99,29.27,1099.89,109.99,989.9,321.97,667.93,INV2024040619279
19280,20240406,1070,641,1018,55,0.15,33.51,44.47,1843.05,276.46,1566.59,2445.85,-879.26,INV2024040619280
19281,20240406,1067,243,1016,97,0.1,92.66,13.98,8988.02,898.8,8089.22,1356.06,6733.16,INV2024040619281
19282,20240406,1085,704,1015,13,0.0,92.57,30.08,1203.41,0.0,1203.41,391.04,812.37,INV2024040619282
19283,20240406,1245,395,1017,27,0.0,51.56,8.34,1392.12,0.0,1392.12,225.18,1166.94,INV2024040619283
19284,20240406,1043,219,1012,62,0.05,29.59,13.55,1834.58,91.73,1742.85,840.1,902.75,INV2024040619284
19285,20240406,1035,175,1013,12,0.2,48.12,24.4,577.44,115.49,461.95,292.8,169.15,INV2024040619285
19286,20240406,1063,723,1009,63,0.0,93.32,38.73,5879.16,0.0,5879.16,2439.99,3439.17,INV2024040619286
19287,20240406,1173,199,1022,3,0.1,54.79,35.74,164.37,16.44,147.93,107.22,40.71,INV2024040619287
19288,20240406,1141,140,1013,4,0.05,71.98,10.6,287.92,14.4,273.52,42.4,231.12,INV2024040619288
19289,20240406,1120,467,1018,15,0.05,50.34,37.03,755.1,37.76,717.34,555.45,161.89,INV2024040619289
19290,20240406,1208,119,1011,92,0.0,74.12,9.86,6819.04,0.0,6819.04,907.12,5911.92,INV2024040619290
19291,20240406,1240,547,1021,47,0.15,33.04,9.63,1552.88,232.93,1319.95,452.61,867.34,INV2024040619291
19292,20240406,1059,387,1005,78,0.0,89.48,8.39,6979.44,0.0,6979.44,654.42,6325.02,INV2024040619292
19293,20240406,1032,33,1007,24,0.0,87.37,45.74,2096.88,0.0,2096.88,1097.76,999.12,INV2024040619293
19294,20240406,1107,368,1012,41,0.1,91.72,30.91,3760.52,376.05,3384.47,1267.31,2117.16,INV2024040619294
19295,20240406,1134,452,1019,70,0.0,64.87,32.95,4540.9,0.0,4540.9,2306.5,2234.4,INV2024040619295
19296,20240406,1117,700,1008,75,0.15,41.93,26.94,3144.75,471.71,2673.04,2020.5,652.54,INV2024040619296
19297,20240406,1154,515,1022,93,0.0,92.16,49.65,8570.88,0.0,8570.88,4617.45,3953.43,INV2024040619297
19298,20240406,1290,180,1018,16,0.05,48.2,8.72,771.2,38.56,732.64,139.52,593.12,INV2024040619298
19299,20240406,1096,86,1018,77,0.1,49.23,14.87,3790.71,379.07,3411.64,1144.99,2266.65,INV2024040619299
19300,20240406,1157,201,1015,75,0.05,79.54,8.14,5965.5,298.28,5667.23,610.5,5056.73,INV2024040619300
19301,20240406,1273,589,1019,98,0.05,50.37,36.75,4936.26,246.81,4689.45,3601.5,1087.95,INV2024040619301
19302,20240406,1256,411,1014,82,0.1,83.19,40.62,6821.58,682.16,6139.42,3330.84,2808.58,INV2024040619302
19303,20240406,1203,124,1010,57,0.15,12.32,34.75,702.24,105.34,596.9,1980.75,-1383.85,INV2024040619303
19304,20240406,1222,251,1019,41,0.0,92.94,39.31,3810.54,0.0,3810.54,1611.71,2198.83,INV2024040619304
19305,20240406,1052,147,1013,47,0.0,58.89,24.72,2767.83,0.0,2767.83,1161.84,1605.99,INV2024040619305
19306,20240406,1065,57,1021,46,0.15,76.16,35.15,3503.36,525.5,2977.86,1616.9,1360.96,INV2024040619306
19307,20240406,1289,240,1019,74,0.0,54.66,48.82,4044.84,0.0,4044.84,3612.68,432.16,INV2024040619307
19308,20240406,1320,578,1004,62,0.2,46.55,41.33,2886.1,577.22,2308.88,2562.46,-253.58,INV2024040619308
19309,20240406,1105,406,1008,36,0.15,79.02,36.48,2844.72,426.71,2418.01,1313.28,1104.73,INV2024040619309
19310,20240406,1238,365,1010,30,0.1,39.98,20.28,1199.4,119.94,1079.46,608.4,471.06,INV2024040619310
19311,20240406,1209,107,1021,15,0.15,15.91,32.37,238.65,35.8,202.85,485.55,-282.7,INV2024040619311
19312,20240406,1180,412,1009,18,0.2,64.64,40.95,1163.52,232.7,930.82,737.1,193.72,INV2024040619312
19313,20240406,1095,570,1020,29,0.1,86.81,38.91,2517.49,251.75,2265.74,1128.39,1137.35,INV2024040619313
19314,20240406,1083,404,1015,58,0.05,54.49,36.34,3160.42,158.02,3002.4,2107.72,894.68,INV2024040619314
19315,20240406,1030,189,1015,93,0.05,15.76,16.16,1465.68,73.28,1392.4,1502.88,-110.48,INV2024040619315
19316,20240406,1223,357,1004,22,0.2,69.16,11.45,1521.52,304.3,1217.22,251.9,965.32,INV2024040619316
19317,20240406,1035,18,1005,55,0.15,48.12,24.4,2646.6,396.99,2249.61,1342.0,907.61,INV2024040619317
19318,20240406,1211,336,1021,23,0.0,20.3,40.69,466.9,0.0,466.9,935.87,-468.97,INV2024040619318
19319,20240406,1151,528,1017,93,0.0,14.65,24.89,1362.45,0.0,1362.45,2314.77,-952.32,INV2024040619319
19320,20240406,1320,627,1013,44,0.05,46.55,41.33,2048.2,102.41,1945.79,1818.52,127.27,INV2024040619320
19321,20240406,1144,58,1017,70,0.0,34.26,35.25,2398.2,0.0,2398.2,2467.5,-69.3,INV2024040619321
19322,20240406,1314,250,1006,60,0.15,86.13,45.27,5167.8,775.17,4392.63,2716.2,1676.43,INV2024040619322
19323,20240406,1262,370,1016,88,0.0,46.98,24.7,4134.24,0.0,4134.24,2173.6,1960.64,INV2024040619323
19324,20240406,1075,547,1022,5,0.1,46.22,23.38,231.1,23.11,207.99,116.9,91.09,INV2024040619324
19325,20240406,1232,666,1008,87,0.0,30.71,28.97,2671.77,0.0,2671.77,2520.39,151.38,INV2024040619325
19326,20240406,1086,408,1022,34,0.1,57.8,25.91,1965.2,196.52,1768.68,880.94,887.74,INV2024040619326
19327,20240406,1144,544,1008,12,0.15,34.26,35.25,411.12,61.67,349.45,423.0,-73.55,INV2024040619327
19328,20240406,1096,374,1016,75,0.0,49.23,14.87,3692.25,0.0,3692.25,1115.25,2577.0,INV2024040619328
19329,20240406,1273,481,1018,67,0.05,50.37,36.75,3374.79,168.74,3206.05,2462.25,743.8,INV2024040619329
19330,20240406,1229,688,1009,88,0.0,14.09,35.02,1239.92,0.0,1239.92,3081.76,-1841.84,INV2024040619330
19331,20240406,1073,108,1015,93,0.2,95.4,24.41,8872.2,1774.44,7097.76,2270.13,4827.63,INV2024040619331
19332,20240406,1173,475,1019,41,0.0,54.79,35.74,2246.39,0.0,2246.39,1465.34,781.05,INV2024040619332
19333,20240406,1015,29,1021,95,0.05,89.62,27.47,8513.9,425.7,8088.2,2609.65,5478.56,INV2024040619333
19334,20240406,1314,410,1018,8,0.0,86.13,45.27,689.04,0.0,689.04,362.16,326.88,INV2024040619334
19335,20240406,1133,398,1019,2,0.0,36.76,45.88,73.52,0.0,73.52,91.76,-18.24,INV2024040619335
19336,20240406,1222,706,1017,93,0.1,92.94,39.31,8643.42,864.34,7779.08,3655.83,4123.25,INV2024040619336
19337,20240406,1270,281,1019,58,0.0,55.18,7.4,3200.44,0.0,3200.44,429.2,2771.24,INV2024040619337
19338,20240406,1200,273,1006,37,0.15,80.83,49.5,2990.71,448.61,2542.1,1831.5,710.6,INV2024040619338
19339,20240406,1125,600,1005,80,0.1,34.88,38.24,2790.4,279.04,2511.36,3059.2,-547.84,INV2024040619339
19340,20240406,1044,624,1013,60,0.0,14.51,19.11,870.6,0.0,870.6,1146.6,-276.0,INV2024040619340
19341,20240406,1219,109,1017,41,0.1,30.18,34.55,1237.38,123.74,1113.64,1416.55,-302.91,INV2024040619341
19342,20240406,1334,491,1020,72,0.05,64.22,11.49,4623.84,231.19,4392.65,827.28,3565.37,INV2024040619342
19343,20240406,1295,5,1020,36,0.05,77.49,28.09,2789.64,139.48,2650.16,1011.24,1638.92,INV2024040619343
19344,20240406,1038,156,1021,78,0.05,88.7,25.82,6918.6,345.93,6572.67,2013.96,4558.71,INV2024040619344
19345,20240406,1169,274,1006,76,0.0,98.05,9.07,7451.8,0.0,7451.8,689.32,6762.48,INV2024040619345
19346,20240406,1296,425,1018,91,0.05,80.32,32.34,7309.12,365.46,6943.66,2942.94,4000.72,INV2024040619346
19347,20240406,1023,217,1015,19,0.05,88.35,46.07,1678.65,83.93,1594.72,875.33,719.39,INV2024040619347
19348,20240406,1266,367,1019,51,0.0,82.11,41.76,4187.61,0.0,4187.61,2129.76,2057.85,INV2024040619348
19349,20240406,1030,631,1009,54,0.05,15.76,16.16,851.04,42.55,808.49,872.64,-64.15,INV2024040619349
19350,20240406,1107,490,1017,77,0.0,91.72,30.91,7062.44,0.0,7062.44,2380.07,4682.37,INV2024040619350
19351,20240406,1224,661,1021,29,0.2,29.36,38.58,851.44,170.29,681.15,1118.82,-437.67,INV2024040619351
19352,20240406,1117,170,1006,67,0.05,41.93,26.94,2809.31,140.47,2668.84,1804.98,863.86,INV2024040619352
19353,20240406,1245,548,1020,8,0.2,51.56,8.34,412.48,82.5,329.98,66.72,263.26,INV2024040619353
19354,20240406,1224,110,1009,61,0.15,29.36,38.58,1790.96,268.64,1522.32,2353.38,-831.06,INV2024040619354
19355,20240406,1197,689,1010,56,0.0,43.06,49.14,2411.36,0.0,2411.36,2751.84,-340.48,INV2024040619355
19356,20240406,1199,53,1009,78,0.05,97.4,33.78,7597.2,379.86,7217.34,2634.84,4582.5,INV2024040619356
19357,20240406,1152,370,1015,7,0.0,72.84,24.72,509.88,0.0,509.88,173.04,336.84,INV2024040619357
19358,20240406,1237,303,1020,68,0.15,46.04,24.61,3130.72,469.61,2661.11,1673.48,987.63,INV2024040619358
19359,20240406,1220,204,1009,21,0.0,30.35,17.54,637.35,0.0,637.35,368.34,269.01,INV2024040619359
19360,20240406,1216,517,1018,45,0.0,15.4,10.86,693.0,0.0,693.0,488.7,204.3,INV2024040619360
19361,20240406,1236,644,1008,12,0.2,42.57,36.03,510.84,102.17,408.67,432.36,-23.69,INV2024040619361
19362,20240406,1321,164,1018,95,0.15,53.58,24.78,5090.1,763.51,4326.58,2354.1,1972.48,INV2024040619362
19363,20240406,1059,288,1014,73,0.1,89.48,8.39,6532.04,653.2,5878.84,612.47,5266.37,INV2024040619363
19364,20240406,1259,28,1012,7,0.0,86.0,8.47,602.0,0.0,602.0,59.29,542.71,INV2024040619364
19365,20240406,1232,251,1007,45,0.0,30.71,28.97,1381.95,0.0,1381.95,1303.65,78.3,INV2024040619365
19366,20240406,1131,610,1006,35,0.15,60.66,11.71,2123.1,318.46,1804.64,409.85,1394.78,INV2024040619366
19367,20240406,1156,365,1016,40,0.0,59.61,15.97,2384.4,0.0,2384.4,638.8,1745.6,INV2024040619367
19368,20240406,1220,662,1009,11,0.05,30.35,17.54,333.85,16.69,317.16,192.94,124.22,INV2024040619368
19369,20240406,1120,390,1004,42,0.0,50.34,37.03,2114.28,0.0,2114.28,1555.26,559.02,INV2024040619369
19370,20240406,1197,437,1013,2,0.1,43.06,49.14,86.12,8.61,77.51,98.28,-20.77,INV2024040619370
19371,20240406,1053,508,1008,34,0.2,36.94,41.77,1255.96,251.19,1004.77,1420.18,-415.41,INV2024040619371
19372,20240406,1141,590,1005,54,0.2,71.98,10.6,3886.92,777.38,3109.54,572.4,2537.14,INV2024040619372
19373,20240406,1036,157,1022,99,0.0,68.16,34.41,6747.84,0.0,6747.84,3406.59,3341.25,INV2024040619373
19374,20240406,1269,571,1019,80,0.1,29.98,47.59,2398.4,239.84,2158.56,3807.2,-1648.64,INV2024040619374
19375,20240406,1165,515,1012,51,0.0,23.89,34.47,1218.39,0.0,1218.39,1757.97,-539.58,INV2024040619375
19376,20240406,1020,704,1021,32,0.1,71.35,37.43,2283.2,228.32,2054.88,1197.76,857.12,INV2024040619376
19377,20240406,1286,296,1020,79,0.1,99.02,28.19,7822.58,782.26,7040.32,2227.01,4813.31,INV2024040619377
19378,20240406,1014,313,1010,74,0.0,34.1,19.2,2523.4,0.0,2523.4,1420.8,1102.6,INV2024040619378
19379,20240406,1205,83,1020,12,0.05,15.72,10.11,188.64,9.43,179.21,121.32,57.89,INV2024040619379
19380,20240406,1249,305,1004,13,0.05,40.91,45.46,531.83,26.59,505.24,590.98,-85.74,INV2024040619380
19381,20240406,1063,4,1011,30,0.1,93.32,38.73,2799.6,279.96,2519.64,1161.9,1357.74,INV2024040619381
19382,20240406,1071,636,1013,86,0.05,41.11,31.85,3535.46,176.77,3358.69,2739.1,619.59,INV2024040619382
19383,20240406,1312,44,1009,71,0.15,48.94,48.48,3474.74,521.21,2953.53,3442.08,-488.55,INV2024040619383
19384,20240406,1256,320,1012,80,0.2,83.19,40.62,6655.2,1331.04,5324.16,3249.6,2074.56,INV2024040619384
19385,20240406,1132,4,1004,45,0.0,47.46,30.11,2135.7,0.0,2135.7,1354.95,780.75,INV2024040619385
19386,20240406,1050,303,1013,97,0.0,99.65,49.93,9666.05,0.0,9666.05,4843.21,4822.84,INV2024040619386
19387,20240406,1247,531,1015,87,0.15,81.26,29.94,7069.62,1060.44,6009.18,2604.78,3404.4,INV2024040619387
19388,20240406,1123,321,1014,97,0.1,34.38,36.63,3334.86,333.49,3001.37,3553.11,-551.74,INV2024040619388
19389,20240406,1045,187,1008,70,0.1,17.21,48.24,1204.7,120.47,1084.23,3376.8,-2292.57,INV2024040619389
19390,20240406,1144,73,1022,46,0.2,34.26,35.25,1575.96,315.19,1260.77,1621.5,-360.73,INV2024040619390
19391,20240406,1046,79,1013,32,0.0,90.13,10.39,2884.16,0.0,2884.16,332.48,2551.68,INV2024040619391
19392,20240406,1325,86,1021,83,0.0,32.34,32.69,2684.22,0.0,2684.22,2713.27,-29.05,INV2024040619392
19393,20240406,1014,101,1012,36,0.0,34.1,19.2,1227.6,0.0,1227.6,691.2,536.4,INV2024040619393
19394,20240406,1209,412,1006,30,0.0,15.91,32.37,477.3,0.0,477.3,971.1,-493.8,INV2024040619394
19395,20240406,1163,467,1007,3,0.0,96.88,10.68,290.64,0.0,290.64,32.04,258.6,INV2024040619395
19396,20240406,1106,688,1009,37,0.0,96.82,41.87,3582.34,0.0,3582.34,1549.19,2033.15,INV2024040619396
19397,20240406,1215,676,1005,82,0.0,48.87,8.84,4007.34,0.0,4007.34,724.88,3282.46,INV2024040619397
19398,20240406,1321,498,1008,98,0.0,53.58,24.78,5250.84,0.0,5250.84,2428.44,2822.4,INV2024040619398
19399,20240406,1094,369,1016,80,0.05,61.81,44.63,4944.8,247.24,4697.56,3570.4,1127.16,INV2024040619399
19400,20240406,1130,669,1004,4,0.0,46.06,42.0,184.24,0.0,184.24,168.0,16.24,INV2024040619400
19401,20240407,1104,324,1017,68,0.0,23.71,5.92,1612.28,0.0,1612.28,402.56,1209.72,INV2024040719401
19402,20240407,1106,123,1014,43,0.05,96.82,41.87,4163.26,208.16,3955.1,1800.41,2154.69,INV2024040719402
19403,20240407,1055,4,1005,7,0.0,74.59,32.22,522.13,0.0,522.13,225.54,296.59,INV2024040719403
19404,20240407,1085,57,1018,82,0.2,92.57,30.08,7590.74,1518.15,6072.59,2466.56,3606.03,INV2024040719404
19405,20240407,1060,674,1010,43,0.0,59.73,21.61,2568.39,0.0,2568.39,929.23,1639.16,INV2024040719405
19406,20240407,1071,614,1008,37,0.0,41.11,31.85,1521.07,0.0,1521.07,1178.45,342.62,INV2024040719406
19407,20240407,1096,532,1015,99,0.0,49.23,14.87,4873.77,0.0,4873.77,1472.13,3401.64,INV2024040719407
19408,20240407,1027,50,1020,66,0.1,21.32,28.97,1407.12,140.71,1266.41,1912.02,-645.61,INV2024040719408
19409,20240407,1176,716,1019,46,0.2,72.13,48.29,3317.98,663.6,2654.38,2221.34,433.04,INV2024040719409
19410,20240407,1286,264,1020,69,0.0,99.02,28.19,6832.38,0.0,6832.38,1945.11,4887.27,INV2024040719410
19411,20240407,1271,354,1010,3,0.1,38.68,15.1,116.04,11.6,104.44,45.3,59.14,INV2024040719411
19412,20240407,1058,126,1004,35,0.0,59.65,38.36,2087.75,0.0,2087.75,1342.6,745.15,INV2024040719412
19413,20240407,1251,231,1005,15,0.2,35.46,21.78,531.9,106.38,425.52,326.7,98.82,INV2024040719413
19414,20240407,1219,195,1008,80,0.0,30.18,34.55,2414.4,0.0,2414.4,2764.0,-349.6,INV2024040719414
19415,20240407,1011,490,1004,27,0.0,34.03,14.43,918.81,0.0,918.81,389.61,529.2,INV2024040719415
19416,20240407,1038,90,1016,76,0.15,88.7,25.82,6741.2,1011.18,5730.02,1962.32,3767.7,INV2024040719416
19417,20240407,1186,276,1004,69,0.05,82.38,44.17,5684.22,284.21,5400.01,3047.73,2352.28,INV2024040719417
19418,20240407,1154,548,1022,53,0.15,92.16,49.65,4884.48,732.67,4151.81,2631.45,1520.36,INV2024040719418
19419,20240407,1336,639,1004,67,0.1,22.58,45.19,1512.86,151.29,1361.57,3027.73,-1666.16,INV2024040719419
19420,20240407,1070,40,1006,75,0.1,33.51,44.47,2513.25,251.32,2261.93,3335.25,-1073.32,INV2024040719420
19421,20240407,1047,275,1008,39,0.0,69.16,8.69,2697.24,0.0,2697.24,338.91,2358.33,INV2024040719421
19422,20240407,1334,135,1022,6,0.05,64.22,11.49,385.32,19.27,366.05,68.94,297.11,INV2024040719422
19423,20240407,1025,598,1015,14,0.05,93.62,5.88,1310.68,65.53,1245.15,82.32,1162.83,INV2024040719423
19424,20240407,1140,232,1011,87,0.1,37.69,12.47,3279.03,327.9,2951.13,1084.89,1866.24,INV2024040719424
19425,20240407,1120,420,1008,4,0.05,50.34,37.03,201.36,10.07,191.29,148.12,43.17,INV2024040719425
19426,20240407,1185,621,1018,16,0.0,92.26,12.4,1476.16,0.0,1476.16,198.4,1277.76,INV2024040719426
19427,20240407,1208,584,1014,7,0.0,74.12,9.86,518.84,0.0,518.84,69.02,449.82,INV2024040719427
19428,20240407,1301,481,1018,27,0.0,73.36,39.87,1980.72,0.0,1980.72,1076.49,904.23,INV2024040719428
19429,20240407,1183,179,1008,67,0.2,75.91,31.08,5085.97,1017.19,4068.78,2082.36,1986.42,INV2024040719429
19430,20240407,1314,524,1009,3,0.1,86.13,45.27,258.39,25.84,232.55,135.81,96.74,INV2024040719430
19431,20240407,1008,202,1007,32,0.05,89.69,33.29,2870.08,143.5,2726.58,1065.28,1661.3,INV2024040719431
19432,20240407,1253,359,1008,48,0.05,86.64,16.34,4158.72,207.94,3950.78,784.32,3166.46,INV2024040719432
19433,20240407,1093,610,1016,68,0.05,84.96,7.8,5777.28,288.86,5488.42,530.4,4958.02,INV2024040719433
19434,20240407,1153,254,1015,10,0.2,59.58,12.13,595.8,119.16,476.64,121.3,355.34,INV2024040719434
19435,20240407,1043,531,1009,1,0.0,29.59,13.55,29.59,0.0,29.59,13.55,16.04,INV2024040719435
19436,20240407,1196,127,1008,18,0.0,29.55,36.06,531.9,0.0,531.9,649.08,-117.18,INV2024040719436
19437,20240407,1133,320,1013,94,0.05,36.76,45.88,3455.44,172.77,3282.67,4312.72,-1030.05,INV2024040719437
19438,20240407,1191,140,1009,28,0.2,60.53,44.79,1694.84,338.97,1355.87,1254.12,101.75,INV2024040719438
19439,20240407,1110,412,1012,43,0.0,43.35,24.28,1864.05,0.0,1864.05,1044.04,820.01,INV2024040719439
19440,20240407,1279,614,1021,80,0.0,58.97,47.9,4717.6,0.0,4717.6,3832.0,885.6,INV2024040719440
19441,20240407,1301,481,1007,22,0.2,73.36,39.87,1613.92,322.78,1291.14,877.14,414.0,INV2024040719441
19442,20240407,1202,20,1016,64,0.2,10.26,45.52,656.64,131.33,525.31,2913.28,-2387.97,INV2024040719442
19443,20240407,1306,613,1007,30,0.0,30.18,21.27,905.4,0.0,905.4,638.1,267.3,INV2024040719443
19444,20240407,1329,21,1016,41,0.2,68.88,44.71,2824.08,564.82,2259.26,1833.11,426.15,INV2024040719444
19445,20240407,1209,617,1014,39,0.05,15.91,32.37,620.49,31.02,589.47,1262.43,-672.96,INV2024040719445
19446,20240407,1080,358,1014,74,0.05,66.96,28.2,4955.04,247.75,4707.29,2086.8,2620.49,INV2024040719446
19447,20240407,1001,420,1022,25,0.0,59.08,38.33,1477.0,0.0,1477.0,958.25,518.75,INV2024040719447
19448,20240407,1139,330,1004,11,0.2,30.23,10.16,332.53,66.51,266.02,111.76,154.26,INV2024040719448
19449,20240407,1307,239,1017,87,0.05,12.37,40.57,1076.19,53.81,1022.38,3529.59,-2507.21,INV2024040719449
19450,20240407,1032,32,1016,22,0.15,87.37,45.74,1922.14,288.32,1633.82,1006.28,627.54,INV2024040719450
19451,20240407,1302,30,1010,20,0.0,54.21,46.24,1084.2,0.0,1084.2,924.8,159.4,INV2024040719451
19452,20240407,1106,80,1004,5,0.05,96.82,41.87,484.1,24.2,459.9,209.35,250.54,INV2024040719452
19453,20240407,1135,301,1016,22,0.05,69.44,14.5,1527.68,76.38,1451.3,319.0,1132.3,INV2024040719453
19454,20240407,1086,590,1008,81,0.05,57.8,25.91,4681.8,234.09,4447.71,2098.71,2349.0,INV2024040719454
19455,20240407,1124,443,1011,18,0.0,58.23,10.38,1048.14,0.0,1048.14,186.84,861.3,INV2024040719455
19456,20240407,1290,366,1017,79,0.0,48.2,8.72,3807.8,0.0,3807.8,688.88,3118.92,INV2024040719456
19457,20240407,1037,528,1005,94,0.15,58.27,13.62,5477.38,821.61,4655.77,1280.28,3375.49,INV2024040719457
19458,20240407,1320,517,1022,76,0.0,46.55,41.33,3537.8,0.0,3537.8,3141.08,396.72,INV2024040719458
19459,20240407,1008,486,1007,2,0.05,89.69,33.29,179.38,8.97,170.41,66.58,103.83,INV2024040719459
19460,20240407,1047,220,1005,3,0.15,69.16,8.69,207.48,31.12,176.36,26.07,150.29,INV2024040719460
19461,20240407,1256,370,1007,44,0.2,83.19,40.62,3660.36,732.07,2928.29,1787.28,1141.01,INV2024040719461
19462,20240407,1104,659,1009,78,0.0,23.71,5.92,1849.38,0.0,1849.38,461.76,1387.62,INV2024040719462
19463,20240407,1138,367,1021,36,0.05,33.81,15.5,1217.16,60.86,1156.3,558.0,598.3,INV2024040719463
19464,20240407,1082,389,1004,37,0.2,16.55,43.24,612.35,122.47,489.88,1599.88,-1110.0,INV2024040719464
19465,20240407,1084,720,1016,78,0.0,89.69,43.72,6995.82,0.0,6995.82,3410.16,3585.66,INV2024040719465
19466,20240407,1232,10,1018,23,0.0,30.71,28.97,706.33,0.0,706.33,666.31,40.02,INV2024040719466
19467,20240407,1114,454,1012,53,0.0,63.32,42.16,3355.96,0.0,3355.96,2234.48,1121.48,INV2024040719467
19468,20240407,1122,183,1005,79,0.15,48.3,28.89,3815.7,572.35,3243.34,2282.31,961.03,INV2024040719468
19469,20240407,1093,654,1017,62,0.0,84.96,7.8,5267.52,0.0,5267.52,483.6,4783.92,INV2024040719469
19470,20240407,1054,318,1007,71,0.0,19.63,10.19,1393.73,0.0,1393.73,723.49,670.24,INV2024040719470
19471,20240407,1251,696,1022,58,0.1,35.46,21.78,2056.68,205.67,1851.01,1263.24,587.77,INV2024040719471
19472,20240407,1058,235,1008,33,0.1,59.65,38.36,1968.45,196.85,1771.6,1265.88,505.73,INV2024040719472
19473,20240407,1271,538,1012,57,0.15,38.68,15.1,2204.76,330.71,1874.05,860.7,1013.35,INV2024040719473
19474,20240407,1166,507,1020,49,0.15,45.77,33.05,2242.73,336.41,1906.32,1619.45,286.87,INV2024040719474
19475,20240407,1220,387,1019,38,0.0,30.35,17.54,1153.3,0.0,1153.3,666.52,486.78,INV2024040719475
19476,20240407,1050,24,1020,76,0.0,99.65,49.93,7573.4,0.0,7573.4,3794.68,3778.72,INV2024040719476
19477,20240407,1302,489,1010,51,0.1,54.21,46.24,2764.71,276.47,2488.24,2358.24,130.0,INV2024040719477
19478,20240407,1064,292,1004,58,0.15,89.33,41.48,5181.14,777.17,4403.97,2405.84,1998.13,INV2024040719478
19479,20240407,1003,297,1015,24,0.2,59.04,34.24,1416.96,283.39,1133.57,821.76,311.81,INV2024040719479
19480,20240407,1156,631,1020,78,0.0,59.61,15.97,4649.58,0.0,4649.58,1245.66,3403.92,INV2024040719480
19481,20240407,1103,616,1018,42,0.0,13.62,48.08,572.04,0.0,572.04,2019.36,-1447.32,INV2024040719481
19482,20240407,1099,458,1009,71,0.2,22.21,33.92,1576.91,315.38,1261.53,2408.32,-1146.79,INV2024040719482
19483,20240407,1290,475,1016,20,0.1,48.2,8.72,964.0,96.4,867.6,174.4,693.2,INV2024040719483
19484,20240407,1240,100,1015,93,0.1,33.04,9.63,3072.72,307.27,2765.45,895.59,1869.86,INV2024040719484
19485,20240407,1177,412,1006,44,0.0,19.6,43.4,862.4,0.0,862.4,1909.6,-1047.2,INV2024040719485
19486,20240407,1069,355,1011,54,0.2,67.73,17.56,3657.42,731.48,2925.94,948.24,1977.7,INV2024040719486
19487,20240407,1312,447,1019,47,0.1,48.94,48.48,2300.18,230.02,2070.16,2278.56,-208.4,INV2024040719487
19488,20240407,1024,234,1018,7,0.0,58.54,39.31,409.78,0.0,409.78,275.17,134.61,INV2024040719488
19489,20240407,1205,644,1010,5,0.15,15.72,10.11,78.6,11.79,66.81,50.55,16.26,INV2024040719489
19490,20240407,1221,496,1019,97,0.0,84.65,46.81,8211.05,0.0,8211.05,4540.57,3670.48,INV2024040719490
19491,20240407,1043,424,1014,52,0.0,29.59,13.55,1538.68,0.0,1538.68,704.6,834.08,INV2024040719491
19492,20240407,1157,563,1007,77,0.1,79.54,8.14,6124.58,612.46,5512.12,626.78,4885.34,INV2024040719492
19493,20240407,1139,650,1019,32,0.0,30.23,10.16,967.36,0.0,967.36,325.12,642.24,INV2024040719493
